id,courses,colleges
1,BACHELORS (HONOURS) WITH DISASTER MANAGEMENT AS MAJOR,Government Degree College Ajas
2,BACHELORS (HONOURS) WITH ECONOMICS AS MAJOR,Government Degree College Bijbahera
3,BACHELORS (HONOURS) WITH ECONOMICS AS MAJOR,Government Degree College Anantnag
4,BACHELORS (HONOURS) WITH ECONOMICS AS MAJOR,Government Women College Anantnag
5,BACHELORS (HONOURS) WITH ECONOMICS AS MAJOR,Government Degree College Dooru Kashmir
6,BACHELORS (HONOURS) WITH ECONOMICS AS MAJOR,Government Degree College Kokernag
7,BACHELORS (HONOURS) WITH ECONOMICS AS MAJOR,Government Degree College Mattan
8,BACHELORS (HONOURS) WITH ECONOMICS AS MAJOR,Government Degree College Uttersoo
9,BACHELORS (HONOURS) WITH ECONOMICS AS MAJOR,Government Degree College Vailoo Larnoo
10,BACHELORS (HONOURS) WITH ECONOMICS AS MAJOR,Hassan Khoyihami Memorial Degree College Bandipora
11,BACHELORS (HONOURS) WITH ECONOMICS AS MAJOR,Government Degree College Hajin
12,BACHELORS (HONOURS) WITH ECONOMICS AS MAJOR,Government Degree College Sumbal
13,BACHELORS (HONOURS) WITH ECONOMICS AS MAJOR,Government Women College Baramulla
14,BACHELORS (HONOURS) WITH ECONOMICS AS MAJOR,Government Degree College Hadipora
15,BACHELORS (HONOURS) WITH ECONOMICS AS MAJOR,Government Degree College Pattan
16,BACHELORS (HONOURS) WITH ECONOMICS AS MAJOR,Government Degree College Sopore
17,BACHELORS (HONOURS) WITH ECONOMICS AS MAJOR,Government Women College Sopore
18,BACHELORS (HONOURS) WITH ECONOMICS AS MAJOR,Government Degree College Tangmarg
19,BACHELORS (HONOURS) WITH ECONOMICS AS MAJOR,Government Degree College Uri
20,BACHELORS (HONOURS) WITH ECONOMICS AS MAJOR,Govternment Degree College Beerwah
21,BACHELORS (HONOURS) WITH ECONOMICS AS MAJOR,Government Sheikh ul Alam Memorial Degree College Budgam.
22,BACHELORS (HONOURS) WITH ECONOMICS AS MAJOR,Government Degree College Charar i Sharief
23,BACHELORS (HONOURS) WITH ECONOMICS AS MAJOR,Government Degree College KhanSahib Budgam
24,BACHELORS (HONOURS) WITH ECONOMICS AS MAJOR,Government Degree College Magam
25,BACHELORS (HONOURS) WITH ECONOMICS AS MAJOR,Government Degree College Ganderbal
26,BACHELORS (HONOURS) WITH ECONOMICS AS MAJOR,Government Degree College Kangan
27,BACHELORS (HONOURS) WITH ECONOMICS AS MAJOR,Government Degree College D H Pora
28,BACHELORS (HONOURS) WITH ECONOMICS AS MAJOR,Government Degree College Frisal Homeshalibugh
29,BACHELORS (HONOURS) WITH ECONOMICS AS MAJOR,Government Degree College Killam
30,BACHELORS (HONOURS) WITH ECONOMICS AS MAJOR,Government Degree College Kulgam
31,BACHELORS (HONOURS) WITH ECONOMICS AS MAJOR,Government Degree College Qazigund
32,BACHELORS (HONOURS) WITH ECONOMICS AS MAJOR,Government Degree College Handwara
33,BACHELORS (HONOURS) WITH ECONOMICS AS MAJOR,Government Degree College Kupwara
34,BACHELORS (HONOURS) WITH ECONOMICS AS MAJOR,Government Degree College Sogam
35,BACHELORS (HONOURS) WITH ECONOMICS AS MAJOR,Government Degree College Tangdar Kupwara Kashmir
36,BACHELORS (HONOURS) WITH ECONOMICS AS MAJOR,Government Degree College Pampore
37,BACHELORS (HONOURS) WITH ECONOMICS AS MAJOR,Government Degree College Pulwama
38,BACHELORS (HONOURS) WITH ECONOMICS AS MAJOR,Government Degree College For Women Pulwama Kashmir.
39,BACHELORS (HONOURS) WITH ECONOMICS AS MAJOR,Government Degree College Tral
40,BACHELORS (HONOURS) WITH ECONOMICS AS MAJOR,Government Degree College Shopian
41,BACHELORS (HONOURS) WITH ECONOMICS AS MAJOR,Government Women College Nawakadal Srinagar
42,BACHELORS (HONOURS) WITH ECONOMICS AS MAJOR,Srinagar Women’s College Zakura
43,BACHELORS (HONOURS) WITH ECONOMICS AS MAJOR,"Vishwa Bharti Women's College Rainawari, Srinagar"
44,BACHELORS (HONOURS) WITH EDUCATION AS MAJOR,Government Degree College Bijbahera
45,BACHELORS (HONOURS) WITH EDUCATION AS MAJOR,Government Degree College Anantnag
46,BACHELORS (HONOURS) WITH EDUCATION AS MAJOR,Government Women College Anantnag
47,BACHELORS (HONOURS) WITH EDUCATION AS MAJOR,Government Degree College Dooru Kashmir
48,BACHELORS (HONOURS) WITH EDUCATION AS MAJOR,Government Degree College Kokernag
49,BACHELORS (HONOURS) WITH EDUCATION AS MAJOR,Government Degree College Mattan
50,BACHELORS (HONOURS) WITH EDUCATION AS MAJOR,Government Degree College Uttersoo
51,BACHELORS (HONOURS) WITH EDUCATION AS MAJOR,Government Degree College Vailoo Larnoo
52,BACHELORS (HONOURS) WITH EDUCATION AS MAJOR,Government Degree College Verinag
53,BACHELORS (HONOURS) WITH EDUCATION AS MAJOR,Government Degree College Ajas
54,BACHELORS (HONOURS) WITH EDUCATION AS MAJOR,Hassan Khoyihami Memorial Degree College Bandipora
55,BACHELORS (HONOURS) WITH EDUCATION AS MAJOR,Government Degree College Gurez
56,BACHELORS (HONOURS) WITH EDUCATION AS MAJOR,Government Degree College Hajin
57,BACHELORS (HONOURS) WITH EDUCATION AS MAJOR,Government Degree College Sumbal
58,BACHELORS (HONOURS) WITH EDUCATION AS MAJOR,Government Degree College Tulail
59,BACHELORS (HONOURS) WITH EDUCATION AS MAJOR,Government Women College Baramulla
60,BACHELORS (HONOURS) WITH EDUCATION AS MAJOR,Government Degree College Bomai
61,BACHELORS (HONOURS) WITH EDUCATION AS MAJOR,Government Degree College Boniyar
62,BACHELORS (HONOURS) WITH EDUCATION AS MAJOR,Government Degree College Danghiwacha
63,BACHELORS (HONOURS) WITH EDUCATION AS MAJOR,Government Degree College Hadipora
64,BACHELORS (HONOURS) WITH EDUCATION AS MAJOR,Government Degree College Thindim Kreeri
65,BACHELORS (HONOURS) WITH EDUCATION AS MAJOR,Government Degree College Pattan
66,BACHELORS (HONOURS) WITH EDUCATION AS MAJOR,Government Degree College Sopore
67,BACHELORS (HONOURS) WITH EDUCATION AS MAJOR,Government Women College Sopore
68,BACHELORS (HONOURS) WITH EDUCATION AS MAJOR,Government Degree College Tangmarg
69,BACHELORS (HONOURS) WITH EDUCATION AS MAJOR,Government Degree College Uri
70,BACHELORS (HONOURS) WITH EDUCATION AS MAJOR,Govternment Degree College Beerwah
71,BACHELORS (HONOURS) WITH EDUCATION AS MAJOR,Government Sheikh ul Alam Memorial Degree College Budgam.
72,BACHELORS (HONOURS) WITH EDUCATION AS MAJOR,Government Degree College Chadoora
73,BACHELORS (HONOURS) WITH EDUCATION AS MAJOR,Government Degree College Charar i Sharief
74,BACHELORS (HONOURS) WITH EDUCATION AS MAJOR,Government Degree College KhanSahib Budgam
75,BACHELORS (HONOURS) WITH EDUCATION AS MAJOR,Government Degree College Magam
76,BACHELORS (HONOURS) WITH EDUCATION AS MAJOR,Government Degree College Soibugh
77,BACHELORS (HONOURS) WITH EDUCATION AS MAJOR,Government Degree College Ganderbal
78,BACHELORS (HONOURS) WITH EDUCATION AS MAJOR,Government Degree College Kangan
79,BACHELORS (HONOURS) WITH EDUCATION AS MAJOR,Government Degree College D H Pora
80,BACHELORS (HONOURS) WITH EDUCATION AS MAJOR,Government Degree College Frisal Homeshalibugh
81,BACHELORS (HONOURS) WITH EDUCATION AS MAJOR,Government Degree College Killam
82,BACHELORS (HONOURS) WITH EDUCATION AS MAJOR,Government Degree College Kulgam
83,BACHELORS (HONOURS) WITH EDUCATION AS MAJOR,Government Degree College Qazigund
84,BACHELORS (HONOURS) WITH EDUCATION AS MAJOR,Government Degree College Handwara
85,BACHELORS (HONOURS) WITH EDUCATION AS MAJOR,Government Degree College Kupwara
86,BACHELORS (HONOURS) WITH EDUCATION AS MAJOR,Government Women College Kupwara
87,BACHELORS (HONOURS) WITH EDUCATION AS MAJOR,Government Degree College Langate
88,BACHELORS (HONOURS) WITH EDUCATION AS MAJOR,Government Degree College Sogam
89,BACHELORS (HONOURS) WITH EDUCATION AS MAJOR,Government Degree College Tangdar Kupwara Kashmir
90,BACHELORS (HONOURS) WITH EDUCATION AS MAJOR,Government Degree College Awantipora
91,BACHELORS (HONOURS) WITH EDUCATION AS MAJOR,Government Degree College Pampore
92,BACHELORS (HONOURS) WITH EDUCATION AS MAJOR,Government Degree College Pulwama
93,BACHELORS (HONOURS) WITH EDUCATION AS MAJOR,Government Degree College For Women Pulwama Kashmir.
94,BACHELORS (HONOURS) WITH EDUCATION AS MAJOR,Government Degree College Rajpora
95,BACHELORS (HONOURS) WITH EDUCATION AS MAJOR,Government Degree College Tral
96,BACHELORS (HONOURS) WITH EDUCATION AS MAJOR,Government Degree College Shopian
97,BACHELORS (HONOURS) WITH EDUCATION AS MAJOR,Government Degree College Zainapora
98,BACHELORS (HONOURS) WITH EDUCATION AS MAJOR,Gandhi Memorial College Srinagar
99,BACHELORS (HONOURS) WITH EDUCATION AS MAJOR,Government Women College Nawakadal Srinagar
100,BACHELORS (HONOURS) WITH EDUCATION AS MAJOR,Srinagar Women’s College Zakura
101,BACHELORS (HONOURS) WITH EDUCATION AS MAJOR,"Vishwa Bharti Women's College Rainawari, Srinagar"
102,BACHELORS (HONOURS) WITH ELECTRONICS AS MAJOR,Government Degree College Anantnag
103,BACHELORS (HONOURS) WITH ELECTRONICS AS MAJOR,Government Degree College Sumbal
104,BACHELORS (HONOURS) WITH ELECTRONICS AS MAJOR,Government Degree College Handwara
105,BACHELORS (HONOURS) WITH ELECTRONICS AS MAJOR,"Vishwa Bharti Women's College Rainawari, Srinagar"
106,BACHELORS (HONOURS) WITH ENGLISH LITERATURE AS MAJOR,Government Degree College Bijbahera
107,BACHELORS (HONOURS) WITH ENGLISH LITERATURE AS MAJOR,Government Degree College Anantnag
108,BACHELORS (HONOURS) WITH ENGLISH LITERATURE AS MAJOR,Government Women College Anantnag
109,BACHELORS (HONOURS) WITH ENGLISH LITERATURE AS MAJOR,Government Degree College Dooru Kashmir
110,BACHELORS (HONOURS) WITH ENGLISH LITERATURE AS MAJOR,Government Degree College Mattan
111,BACHELORS (HONOURS) WITH ENGLISH LITERATURE AS MAJOR,Government Degree College Uttersoo
112,BACHELORS (HONOURS) WITH ENGLISH LITERATURE AS MAJOR,Government Degree College Vailoo Larnoo
113,BACHELORS (HONOURS) WITH ENGLISH LITERATURE AS MAJOR,Government Degree College Ajas
114,BACHELORS (HONOURS) WITH ENGLISH LITERATURE AS MAJOR,Hassan Khoyihami Memorial Degree College Bandipora
115,BACHELORS (HONOURS) WITH ENGLISH LITERATURE AS MAJOR,Government Degree College Gurez
116,BACHELORS (HONOURS) WITH ENGLISH LITERATURE AS MAJOR,Government Degree College Hajin
117,BACHELORS (HONOURS) WITH ENGLISH LITERATURE AS MAJOR,Government Degree College Sumbal
118,BACHELORS (HONOURS) WITH ENGLISH LITERATURE AS MAJOR,Government Degree College Tulail
119,BACHELORS (HONOURS) WITH ENGLISH LITERATURE AS MAJOR,Government Women College Baramulla
120,BACHELORS (HONOURS) WITH ENGLISH LITERATURE AS MAJOR,Government Degree College Bomai
121,BACHELORS (HONOURS) WITH ENGLISH LITERATURE AS MAJOR,Government Degree College Hadipora
122,BACHELORS (HONOURS) WITH ENGLISH LITERATURE AS MAJOR,Government Degree College Thindim Kreeri
123,BACHELORS (HONOURS) WITH ENGLISH LITERATURE AS MAJOR,Government Degree College Pattan
124,BACHELORS (HONOURS) WITH ENGLISH LITERATURE AS MAJOR,Government Degree College Sopore
125,BACHELORS (HONOURS) WITH ENGLISH LITERATURE AS MAJOR,Government Women College Sopore
126,BACHELORS (HONOURS) WITH ENGLISH LITERATURE AS MAJOR,Government Degree College Uri
127,BACHELORS (HONOURS) WITH ENGLISH LITERATURE AS MAJOR,Government Sheikh ul Alam Memorial Degree College Budgam.
128,BACHELORS (HONOURS) WITH ENGLISH LITERATURE AS MAJOR,Government Degree College Ganderbal
129,BACHELORS (HONOURS) WITH ENGLISH LITERATURE AS MAJOR,Government Degree College D H Pora
130,BACHELORS (HONOURS) WITH ENGLISH LITERATURE AS MAJOR,Government Degree College Frisal Homeshalibugh
131,BACHELORS (HONOURS) WITH ENGLISH LITERATURE AS MAJOR,Government Degree College Kulgam
132,BACHELORS (HONOURS) WITH ENGLISH LITERATURE AS MAJOR,Government Degree College Qazigund
133,BACHELORS (HONOURS) WITH ENGLISH LITERATURE AS MAJOR,Government Degree College Handwara
134,BACHELORS (HONOURS) WITH ENGLISH LITERATURE AS MAJOR,Government Degree College Sogam
135,BACHELORS (HONOURS) WITH ENGLISH LITERATURE AS MAJOR,Government Degree College Awantipora
136,BACHELORS (HONOURS) WITH ENGLISH LITERATURE AS MAJOR,Government Degree College Pampore
137,BACHELORS (HONOURS) WITH ENGLISH LITERATURE AS MAJOR,Government Degree College Pulwama
138,BACHELORS (HONOURS) WITH ENGLISH LITERATURE AS MAJOR,Government Degree College For Women Pulwama Kashmir.
139,BACHELORS (HONOURS) WITH ENGLISH LITERATURE AS MAJOR,Government Degree College Rajpora
140,BACHELORS (HONOURS) WITH ENGLISH LITERATURE AS MAJOR,Government Degree College Tral
141,BACHELORS (HONOURS) WITH ENGLISH LITERATURE AS MAJOR,Government Degree College Shopian
142,BACHELORS (HONOURS) WITH ENGLISH LITERATURE AS MAJOR,Gandhi Memorial College Srinagar
143,BACHELORS (HONOURS) WITH ENGLISH LITERATURE AS MAJOR,Government Women College Nawakadal Srinagar
144,BACHELORS (HONOURS) WITH ENGLISH LITERATURE AS MAJOR,"Vishwa Bharti Women's College Rainawari, Srinagar"
145,BACHELORS (HONOURS) WITH ENVIRONMENTAL SCIENCE AS MAJOR,Government Degree College Anantnag
146,BACHELORS (HONOURS) WITH ENVIRONMENTAL SCIENCE AS MAJOR,Government Degree College Dooru Kashmir
147,BACHELORS (HONOURS) WITH ENVIRONMENTAL SCIENCE AS MAJOR,Government Degree College Uri
148,BACHELORS (HONOURS) WITH ENVIRONMENTAL SCIENCE AS MAJOR,Government Degree College Charar i Sharief
149,BACHELORS (HONOURS) WITH ENVIRONMENTAL SCIENCE AS MAJOR,Government Degree College Ganderbal
150,BACHELORS (HONOURS) WITH ENVIRONMENTAL SCIENCE AS MAJOR,Government Degree College Kulgam
151,BACHELORS (HONOURS) WITH ENVIRONMENTAL SCIENCE AS MAJOR,Government Degree College Sogam
152,BACHELORS (HONOURS) WITH ENVIRONMENTAL SCIENCE AS MAJOR,Government Degree College Pampore
153,BACHELORS (HONOURS) WITH ENVIRONMENTAL SCIENCE AS MAJOR,Government Degree College Tral
154,BACHELORS (HONOURS) WITH ENVIRONMENTAL SCIENCE AS MAJOR,Government Women College Nawakadal Srinagar
155,BACHELORS (HONOURS) WITH ENVIRONMENTAL SCIENCE AS MAJOR,Srinagar Women’s College Zakura
156,BACHELORS (HONOURS) WITH ENVIRONMENTAL SCIENCE AS MAJOR,"Vishwa Bharti Women's College Rainawari, Srinagar"
157,BACHELORS (HONOURS) WITH FOOD SCIENCE & TECHNOLOGY AS MAJOR,Government Degree College Anantnag
158,BACHELORS (HONOURS) WITH FOOD SCIENCE & TECHNOLOGY AS MAJOR,Government Women College Anantnag
159,BACHELORS (HONOURS) WITH FOOD SCIENCE & TECHNOLOGY AS MAJOR,Government Degree College Kokernag
160,BACHELORS (HONOURS) WITH FOOD SCIENCE & TECHNOLOGY AS MAJOR,Government Degree College Charar i Sharief
161,BACHELORS (HONOURS) WITH FOOD SCIENCE & TECHNOLOGY AS MAJOR,Government Degree College Shopian
162,BACHELORS (HONOURS) WITH GEOGRAPHY AS MAJOR,Government Degree College Bijbahera
163,BACHELORS (HONOURS) WITH GEOGRAPHY AS MAJOR,Government Degree College Anantnag
164,BACHELORS (HONOURS) WITH GEOGRAPHY AS MAJOR,Government Women College Anantnag
165,BACHELORS (HONOURS) WITH GEOGRAPHY AS MAJOR,Government Degree College Sumbal
166,BACHELORS (HONOURS) WITH GEOGRAPHY AS MAJOR,Government Degree College Hadipora
167,BACHELORS (HONOURS) WITH GEOGRAPHY AS MAJOR,Government Degree College Sopore
168,BACHELORS (HONOURS) WITH GEOGRAPHY AS MAJOR,Government Women College Sopore
169,BACHELORS (HONOURS) WITH GEOGRAPHY AS MAJOR,Government Sheikh ul Alam Memorial Degree College Budgam.
170,BACHELORS (HONOURS) WITH GEOGRAPHY AS MAJOR,Government Degree College Magam
171,BACHELORS (HONOURS) WITH GEOGRAPHY AS MAJOR,Government Degree College Ganderbal
172,BACHELORS (HONOURS) WITH GEOGRAPHY AS MAJOR,Government Degree College Killam
173,BACHELORS (HONOURS) WITH GEOGRAPHY AS MAJOR,Government Degree College Kulgam
174,BACHELORS (HONOURS) WITH GEOGRAPHY AS MAJOR,Government Degree College Handwara
175,BACHELORS (HONOURS) WITH GEOGRAPHY AS MAJOR,Government Degree College Kupwara
176,BACHELORS (HONOURS) WITH GEOGRAPHY AS MAJOR,Government Degree College Sogam
177,BACHELORS (HONOURS) WITH GEOGRAPHY AS MAJOR,Government Degree College Tangdar Kupwara Kashmir
178,BACHELORS (HONOURS) WITH GEOGRAPHY AS MAJOR,Government Degree College Pampore
179,BACHELORS (HONOURS) WITH GEOGRAPHY AS MAJOR,Government Degree College Pulwama
180,BACHELORS (HONOURS) WITH GEOGRAPHY AS MAJOR,Government Degree College For Women Pulwama Kashmir.
181,BACHELORS (HONOURS) WITH GEOGRAPHY AS MAJOR,Government Degree College Tral
182,BACHELORS (HONOURS) WITH GEOGRAPHY AS MAJOR,Government Degree College Shopian
183,BACHELORS (HONOURS) WITH GEOGRAPHY AS MAJOR,Government Women College Nawakadal Srinagar
184,BACHELORS (HONOURS) WITH GEOLOGY AS MAJOR,Government Degree College Anantnag
185,BACHELORS (HONOURS) WITH GEOLOGY AS MAJOR,Government Degree College Sopore
186,BACHELORS (HONOURS) WITH GEOLOGY AS MAJOR,Government Women College Sopore
187,BACHELORS (HONOURS) WITH GEOLOGY AS MAJOR,Government Degree College Ganderbal
188,BACHELORS (HONOURS) WITH GEOLOGY AS MAJOR,Government Degree College Kulgam
189,BACHELORS (HONOURS) WITH GEOLOGY AS MAJOR,Government Degree College Handwara
190,BACHELORS (HONOURS) WITH GEOLOGY AS MAJOR,Government Degree College Kupwara
191,BACHELORS (HONOURS) WITH GEOLOGY AS MAJOR,Government Degree College Sogam
192,BACHELORS (HONOURS) WITH GEOLOGY AS MAJOR,Government Degree College Pulwama
193,BACHELORS (HONOURS) WITH GEOLOGY AS MAJOR,Government Degree College For Women Pulwama Kashmir.
194,BACHELORS (HONOURS) WITH GEOLOGY AS MAJOR,Government Degree College Shopian
195,BACHELORS (HONOURS) WITH HINDI LITERATURE AS MAJOR,Government Degree College Anantnag
196,BACHELORS (HONOURS) WITH HINDI LITERATURE AS MAJOR,Government Women College Anantnag
197,BACHELORS (HONOURS) WITH HINDI LITERATURE AS MAJOR,Government Degree College Uri
198,BACHELORS (HONOURS) WITH HINDI LITERATURE AS MAJOR,Government Women College Nawakadal Srinagar
199,BACHELORS (HONOURS) WITH HISTORY AS MAJOR,Government Degree College Bijbahera
200,BACHELORS (HONOURS) WITH HISTORY AS MAJOR,Government Degree College Anantnag
201,BACHELORS (HONOURS) WITH HISTORY AS MAJOR,Government Women College Anantnag
202,BACHELORS (HONOURS) WITH HISTORY AS MAJOR,Government Degree College Dooru Kashmir
203,BACHELORS (HONOURS) WITH HISTORY AS MAJOR,Government Degree College Kokernag
204,BACHELORS (HONOURS) WITH HISTORY AS MAJOR,Government Degree College Mattan
205,BACHELORS (HONOURS) WITH HISTORY AS MAJOR,Government Degree College Uttersoo
206,BACHELORS (HONOURS) WITH HISTORY AS MAJOR,Government Degree College Vailoo Larnoo
207,BACHELORS (HONOURS) WITH HISTORY AS MAJOR,Government Degree College Verinag
208,BACHELORS (HONOURS) WITH HISTORY AS MAJOR,Government Degree College Ajas
209,BACHELORS (HONOURS) WITH HISTORY AS MAJOR,Hassan Khoyihami Memorial Degree College Bandipora
210,BACHELORS (HONOURS) WITH HISTORY AS MAJOR,Government Degree College Gurez
211,BACHELORS (HONOURS) WITH HISTORY AS MAJOR,Government Degree College Hajin
212,BACHELORS (HONOURS) WITH HISTORY AS MAJOR,Government Degree College Sumbal
213,BACHELORS (HONOURS) WITH HISTORY AS MAJOR,Government Degree College Tulail
214,BACHELORS (HONOURS) WITH HISTORY AS MAJOR,Government Women College Baramulla
215,BACHELORS (HONOURS) WITH HISTORY AS MAJOR,Government Degree College Bomai
216,BACHELORS (HONOURS) WITH HISTORY AS MAJOR,Government Degree College Boniyar
217,BACHELORS (HONOURS) WITH HISTORY AS MAJOR,Government Degree College Thindim Kreeri
218,BACHELORS (HONOURS) WITH HISTORY AS MAJOR,Government Degree College Pattan
219,BACHELORS (HONOURS) WITH HISTORY AS MAJOR,Government Degree College Sopore
220,BACHELORS (HONOURS) WITH HISTORY AS MAJOR,Government Women College Sopore
221,BACHELORS (HONOURS) WITH HISTORY AS MAJOR,Government Degree College Tangmarg
222,BACHELORS (HONOURS) WITH HISTORY AS MAJOR,Government Degree College Uri
223,BACHELORS (HONOURS) WITH HISTORY AS MAJOR,Govternment Degree College Beerwah
224,BACHELORS (HONOURS) WITH HISTORY AS MAJOR,Government Sheikh ul Alam Memorial Degree College Budgam.
225,BACHELORS (HONOURS) WITH HISTORY AS MAJOR,Government Degree College Charar i Sharief
226,BACHELORS (HONOURS) WITH HISTORY AS MAJOR,Government Degree College KhanSahib Budgam
227,BACHELORS (HONOURS) WITH HISTORY AS MAJOR,Government Degree College Magam
228,BACHELORS (HONOURS) WITH HISTORY AS MAJOR,Government Degree College Soibugh
229,BACHELORS (HONOURS) WITH HISTORY AS MAJOR,Government Degree College Ganderbal
230,BACHELORS (HONOURS) WITH HISTORY AS MAJOR,Government Degree College Kangan
231,BACHELORS (HONOURS) WITH HISTORY AS MAJOR,Government Degree College D H Pora
232,BACHELORS (HONOURS) WITH HISTORY AS MAJOR,Government Degree College Frisal Homeshalibugh
233,BACHELORS (HONOURS) WITH HISTORY AS MAJOR,Government Degree College Killam
234,BACHELORS (HONOURS) WITH HISTORY AS MAJOR,Government Degree College Kulgam
235,BACHELORS (HONOURS) WITH HISTORY AS MAJOR,Government Degree College Qazigund
236,BACHELORS (HONOURS) WITH HISTORY AS MAJOR,Government Degree College Handwara
237,BACHELORS (HONOURS) WITH HISTORY AS MAJOR,Government Degree College Kupwara
238,BACHELORS (HONOURS) WITH HISTORY AS MAJOR,Government Degree College Langate
239,BACHELORS (HONOURS) WITH HISTORY AS MAJOR,Government Degree College Sogam
240,BACHELORS (HONOURS) WITH HISTORY AS MAJOR,Government Degree College Tangdar Kupwara Kashmir
241,BACHELORS (HONOURS) WITH HISTORY AS MAJOR,Government Degree College Awantipora
242,BACHELORS (HONOURS) WITH HISTORY AS MAJOR,Government Degree College Pampore
243,BACHELORS (HONOURS) WITH HISTORY AS MAJOR,Government Degree College Pulwama
244,BACHELORS (HONOURS) WITH HISTORY AS MAJOR,Government Degree College For Women Pulwama Kashmir.
245,BACHELORS (HONOURS) WITH HISTORY AS MAJOR,Government Degree College Rajpora
246,BACHELORS (HONOURS) WITH HISTORY AS MAJOR,Government Degree College Tral
247,BACHELORS (HONOURS) WITH HISTORY AS MAJOR,Government Degree College Shopian
248,BACHELORS (HONOURS) WITH HISTORY AS MAJOR,Government Degree College Zainapora
249,BACHELORS (HONOURS) WITH HISTORY AS MAJOR,Gandhi Memorial College Srinagar
250,BACHELORS (HONOURS) WITH HISTORY AS MAJOR,Government Women College Nawakadal Srinagar
251,BACHELORS (HONOURS) WITH HISTORY AS MAJOR,Srinagar Women’s College Zakura
252,BACHELORS (HONOURS) WITH HISTORY AS MAJOR,"Vishwa Bharti Women's College Rainawari, Srinagar"
253,BACHELORS (HONOURS) WITH HOME SCIENCE AS MAJOR,Government Women College Anantnag
254,BACHELORS (HONOURS) WITH HOME SCIENCE AS MAJOR,Government Women College Baramulla
255,BACHELORS (HONOURS) WITH HOME SCIENCE AS MAJOR,Government Women College Sopore
256,BACHELORS (HONOURS) WITH HOME SCIENCE AS MAJOR,Government Women College Kupwara
257,BACHELORS (HONOURS) WITH HOME SCIENCE AS MAJOR,Government Degree College For Women Pulwama Kashmir.
258,BACHELORS (HONOURS) WITH HOME SCIENCE AS MAJOR,Government Women College Nawakadal Srinagar
259,BACHELORS (HONOURS) WITH INDIAN MUSIC AS MAJOR,Government Degree College Anantnag
260,BACHELORS (HONOURS) WITH INDIAN MUSIC AS MAJOR,Government Women College Anantnag
261,BACHELORS (HONOURS) WITH INDIAN MUSIC AS MAJOR,Government Degree College Sumbal
262,BACHELORS (HONOURS) WITH INDIAN MUSIC AS MAJOR,Government Women College Baramulla
263,BACHELORS (HONOURS) WITH INDIAN MUSIC AS MAJOR,Government Sheikh ul Alam Memorial Degree College Budgam.
264,BACHELORS (HONOURS) WITH INDIAN MUSIC AS MAJOR,Government Degree College Kangan
265,BACHELORS (HONOURS) WITH INDIAN MUSIC AS MAJOR,Government Degree College Handwara
266,BACHELORS (HONOURS) WITH INDIAN MUSIC AS MAJOR,Government Degree College Kupwara
267,BACHELORS (HONOURS) WITH INDIAN MUSIC AS MAJOR,Government Degree College Pampore
268,BACHELORS (HONOURS) WITH INDIAN MUSIC AS MAJOR,Government Women College Nawakadal Srinagar
269,BACHELORS (HONOURS) WITH INDIAN MUSIC AS MAJOR,Srinagar Women’s College Zakura
270,BACHELORS (HONOURS) WITH INFORMATION TECHNOLOGY AS MAJOR,Government Degree College Anantnag
271,BACHELORS (HONOURS) WITH INFORMATION TECHNOLOGY AS MAJOR,Government Degree College Hajin
272,BACHELORS (HONOURS) WITH INFORMATION TECHNOLOGY AS MAJOR,Government Degree College Sumbal
273,BACHELORS (HONOURS) WITH INFORMATION TECHNOLOGY AS MAJOR,Government Degree College Pattan
274,BACHELORS (HONOURS) WITH INFORMATION TECHNOLOGY AS MAJOR,Government Degree College Sopore
275,BACHELORS (HONOURS) WITH INFORMATION TECHNOLOGY AS MAJOR,Government Degree College Tangmarg
276,BACHELORS (HONOURS) WITH INFORMATION TECHNOLOGY AS MAJOR,Government Degree College Charar i Sharief
277,BACHELORS (HONOURS) WITH INFORMATION TECHNOLOGY AS MAJOR,Government Degree College Ganderbal
278,BACHELORS (HONOURS) WITH INFORMATION TECHNOLOGY AS MAJOR,Government Degree College Kulgam
279,BACHELORS (HONOURS) WITH INFORMATION TECHNOLOGY AS MAJOR,Government Degree College Tral
280,BACHELORS (HONOURS) WITH ISLAMIC STUDIES AS MAJOR,Government Degree College Bijbahera
281,BACHELORS (HONOURS) WITH ISLAMIC STUDIES AS MAJOR,Government Degree College Anantnag
282,BACHELORS (HONOURS) WITH ISLAMIC STUDIES AS MAJOR,Government Women College Anantnag
283,BACHELORS (HONOURS) WITH ISLAMIC STUDIES AS MAJOR,Government Degree College Kokernag
284,BACHELORS (HONOURS) WITH ISLAMIC STUDIES AS MAJOR,Government Degree College Uttersoo
285,BACHELORS (HONOURS) WITH ISLAMIC STUDIES AS MAJOR,Government Degree College Vailoo Larnoo
286,BACHELORS (HONOURS) WITH ISLAMIC STUDIES AS MAJOR,Government Degree College Hadipora
287,BACHELORS (HONOURS) WITH ISLAMIC STUDIES AS MAJOR,Government Degree College Sopore
288,BACHELORS (HONOURS) WITH ISLAMIC STUDIES AS MAJOR,Government Women College Sopore
289,BACHELORS (HONOURS) WITH ISLAMIC STUDIES AS MAJOR,Government Degree College Ganderbal
290,BACHELORS (HONOURS) WITH ISLAMIC STUDIES AS MAJOR,Government Degree College Kangan
291,BACHELORS (HONOURS) WITH ISLAMIC STUDIES AS MAJOR,Government Degree College D H Pora
